date,event_name,continent,country_code,latitude,longitude,temperature,max_temperature,min_temperature,humidity,wind_speed,precipitation,uv_index,condition,event_type
31-08-2024,"M 4.1 - 34 km SSW of Gongdanglegi Kulon, Indonesia",asia,IDN,-8.41789143,112.533,21.5,31.1,15.2,75,13.7,0.01,9,Partly cloudy,EQ
31-08-2024,Moderate Rain at Raipur,asia,IND,18.511903,81.34163467,24.5,28.7,21.3,88,12.2,33.41,6,Moderate or heavy rain shower,SW
31-08-2024,Moderate Rain at Raipur,asia,IND,19.710906,81.75955445,25.7,30.9,21.8,83,14.4,10.4,7,Light rain shower,SW
31-08-2024,Moderate Rain at Hyderabad,asia,IND,16.4388585,78.50465676,22.3,22.8,22,93,21.6,18.73,5,Light rain shower,SW
31-08-2024,Heavy Rain at SDMA,asia,IND,13.6442665,78.99394274,25.9,29,24.1,71,23.4,0.07,6,Patchy rain possible,SW
31-08-2024,Heavy Rain at Hyderabad,asia,IND,17.388786,78.46106519,21.5,21.9,21.1,95,27,53.84,5,Moderate rain,SW
31-08-2024,Extremely Heavy Rain at Hyderabad,asia,IND,18.6210395,79.4964698,25.6,29.2,23.8,89,20.9,50.71,6,Moderate or heavy rain shower,ET
31-08-2024,Thunderstorm with Lightning at Gangtok,asia,IND,27.221223,88.16491467,19.7,23.3,16.8,87,9,16.96,5,Patchy light rain with thunder,SW
31-08-2024,Heavy Rain at SDMA,asia,IND,17.5474115,82.615513,26.1,29.4,24.4,89,16.9,3.99,6,Patchy light rain,SW
31-08-2024,Thunderstorm with Lightning at Bhopal,asia,IND,23.794864,79.54386904,27.9,31.8,25.1,79,10.4,15.6,7,Light rain shower,SW
31-08-2024,Heavy Rain at Thiruvananthapuram,asia,IND,11.988163,75.5459483,26.2,28.7,24.1,79,16.2,1.3,6,Light rain shower,SW
31-08-2024,Flood at CWC,asia,IND,23.486864,91.32545934,28.1,32.1,25.5,84,17.6,1.67,7,Patchy rain possible,FL
30-08-2024,"M 4.2 - 49 km N of Besisahar, Nepal",asia,NPL,28.72220857,84.3555,24.1,29.5,19.5,80,9.4,1.41,6,Patchy light rain with thunder,EQ
30-08-2024,M 4.6 - Kuril Islands,asia,RUS,47.41040857,151.2423,11.8,13.2,10.7,100,23.4,25.06,3,Light rain shower,EQ
30-08-2024,Light Thunderstorm with surface wind at Thiruvananthapuram,asia,IND,9.5031905,76.41058349,26.7,28.2,25.5,76,13.3,1.19,6,Patchy rain possible,SW
30-08-2024,Heavy Rain at Bhopal,asia,IND,25.3716435,77.83148645,26.8,30.2,24.6,80,12.2,24.84,7,Moderate or heavy rain shower,SW
30-08-2024,Moderate Rain at Lucknow,asia,IND,25.7486775,79.35903715,32,34.9,29.7,62,10.8,0.8,7,Thundery outbreaks possible,SW
30-08-2024,Moderate Rain at Lucknow,asia,IND,26.1534125,80.15827373,31.9,35.9,29.3,60,11.2,0.01,8,Thundery outbreaks possible,SW
30-08-2024,Heavy Rain at Kolkata,asia,IND,12.9053785,92.75442354,27.6,28.5,26.9,82,41,15.78,6,Patchy light rain with thunder,SW
30-08-2024,Heavy Rain at Bhopal,asia,IND,24.453481,80.14170286,28.9,31.7,26.8,73,10.8,12.96,7,Patchy light rain with thunder,SW
30-08-2024,Flood at CWC,asia,IND,26.465781,80.38,31.9,35.9,29.3,60,11.2,0.01,8,Thundery outbreaks possible,FL
30-08-2024,Heavy Rain at Thiruvananthapuram,asia,IND,10.0492445,76.4943143,26.3,28.6,24.1,78,13.7,2.4,6,Patchy rain possible,SW
29-08-2024,"M 4.8 - Bonin Islands, Japan region",asia,JPN,26.06140857,142.6025,26.7,27.4,25.7,86,39.2,21.47,6,Light rain shower,EQ
29-08-2024,"M 4.8 - 142 km ESE of Miyakojima, Japan",asia,JPN,24.37180857,126.6178,29.2,29.5,28.8,79,18.4,3.96,6,Light rain shower,EQ
29-08-2024,Thunderstorm with Lightning at Lucknow,asia,IND,25.9609325,81.74634009,28.3,32.6,24.5,77,14.4,4.29,7,Light rain shower,SW
29-08-2024,Moderate Thunderstorms at Chennai,asia,IND,11.8047955,79.68560756,29.4,33.1,26.5,66,31.7,4.04,7,Cloudy,SW
29-08-2024,Moderate Thunderstorms at Chennai,asia,IND,11.1531825,79.26494437,29.8,35.2,26.1,58,20.9,2.05,8,Patchy light drizzle,SW
29-08-2024,Lightning at SDMA,asia,IND,13.8072475,77.49528389,24.8,29.6,21,66,32,0.46,6,Patchy rain possible,SW
29-08-2024,Lightning at SDMA,asia,IND,13.967177,77.09319563,24.8,29.6,21,66,32,0.46,6,Patchy rain possible,SW
30-08-2024,Tropical Cyclone Asna,asia,PAK,23.44900857,67.8,26.1,27.2,25.1,85,65.9,28.27,6,Light rain shower,SW
30-08-2024,Typhoon Shanshan,asia,JPN,33.84900857,131.3,25.4,25.8,25,95,51.5,271.54,6,Heavy rain,SW
29-08-2024,Thunderstorm with Lightning at Bhopal,asia,IND,23.1235365,77.08026244,24.6,27.8,21.7,85,14.4,1.45,6,Patchy light drizzle,SW
29-08-2024,Earthquake in Afghanistan,asia,AFG,34.97191637,69.27477794,17.6,27,10.6,31,21.6,0.43,6,Patchy rain possible,EQ
29-08-2024,Lightning at SDMA,asia,IND,18.681855,84.41338752,27.3,30.5,25.6,82,18,20.34,7,Moderate or heavy rain shower,SW
29-08-2024,Forest fires in Russian Federation,asia,RUS,45.71543482,37.97080922,29.2,34.3,23.7,36,35.3,1.7,7,Patchy rain possible,WF
28-08-2024,Lightning at SDMA,asia,IND,14.16337,78.90892172,28.3,33.4,24.4,54,31,0.41,7,Patchy rain possible,SW
28-08-2024,Lightning at SDMA,asia,IND,18.751065,83.54857404,27.1,31.5,25,80,9,6.52,7,Light rain shower,SW
28-08-2024,Thunderstorm with Lightning at Bengaluru,asia,IND,11.9475225,77.10167899,23.6,27.5,19,68,25.6,0.08,6,Patchy rain possible,SW
28-08-2024,Low Cloud to Ground Lightning at Raipur,asia,IND,20.728024,81.1396681,25.9,28.2,24,81,19.4,0.97,6,Light rain shower,Misc
28-08-2024,Moderate Thunderstorms with surface wind at Visakhapatnam,asia,IND,17.8066455,83.28407536,28.7,31.6,26.7,73,20.9,8.94,7,Light rain shower,SW
28-08-2024,Heavy Rain at Chandigarh,asia,IND,28.598205,76.66013086,31.3,34.4,28.1,61,16.9,0.55,7,Light rain shower,SW
28-08-2024,Extremely Heavy Rain at Ahmedabad,asia,IND,20.719214,70.93002293,27,29,25.2,87,41.4,14.21,6,Patchy light rain with thunder,ET
28-08-2024,Extremely Heavy Rain at Ahmedabad,asia,IND,22.2839475,69.32602527,26.6,27.4,25.6,92,56.5,184.5,6,Moderate or heavy rain with thunder,ET
28-08-2024,Very Heavy Rain at Kolkata,asia,IND,8.244445,93.23535723,27.2,27.7,26.5,80,36.4,24.46,6,Moderate or heavy rain shower,SW
28-08-2024,Flood at CWC,asia,IND,25.265781,87.02,30.1,34.4,25.8,69,11.2,0.1,7,Patchy rain possible,FL
28-08-2024,"M 4.6 - Nicobar Islands, India region",asia,IND,8.57460857,93.8481,27.2,27.7,26.5,80,36.4,24.46,6,Moderate or heavy rain shower,EQ
28-08-2024,"M 4.8 - Izu Islands, Japan region",asia,JPN,30.71030857,142.1481,27.2,27.9,26.7,79,27.4,0.24,6,Cloudy,EQ
28-08-2024,Flood in Indonesia,asia,IDN,-1.15452165,131.5338103,26.3,27.7,25.1,83,10.8,7.49,7,Patchy rain possible,FL
28-08-2024,Flood in India,asia,IND,22.4157335,71.99098868,26.3,28.8,24.3,83,38.2,1.46,6,Light rain shower,FL
28-08-2024,Typhoon Shanshan Pummels Japan,asia,JPN,32.6683834,130.830656,26.5,28.4,24.8,76,14.4,4.39,6,Light rain shower,TC
27-08-2024,Thunderstorm with Lightning at Kolkata,asia,IND,22.332123,86.99685155,27.4,30.2,25.5,85,12.6,21.52,7,Moderate or heavy rain shower,SW
27-08-2024,"Heavy Rain, Strong winds, and Thundershowers at Jaipur",asia,IND,29.555884,73.74408475,32.1,35.7,29.7,57,29.9,3.12,8,Light rain shower,SW
27-08-2024,Thunderstorm with Lightning at Patna,asia,IND,25.784961,85.92154259,27.2,28.9,26,82,31.7,2.2,6,Light rain shower,SW
27-08-2024,Thunderstorm with Lightning at Lucknow,asia,IND,27.2534005,80.5031169,28.6,32.5,25.9,78,23.4,12.44,7,Light rain shower,SW
27-08-2024,Thunderstorm with Lightning at Lucknow,asia,IND,28.305318,80.82986679,28.4,31.8,25.8,79,24.5,6.98,7,Patchy rain possible,SW
27-08-2024,Heavy Rain at Jaipur,asia,IND,25.8472885,72.20089947,26,26.9,24.6,80,35.3,4.3,6,Light rain,SW
27-08-2024,Earthquake in Indonesia,asia,IDN,-7.8139681,131.1205533,25.8,27.1,25.1,76,26.6,0,8,Partly cloudy,EQ
27-08-2024,Flood in Japan,asia,JPN,39.3753435,141.4791652,23.1,26.7,19.6,91,20.5,7.17,6,Light rain shower,FL
27-08-2024,Thunder shower at Kolkata,asia,IND,21.754642,88.95686418,27.2,28.9,25.6,87,15.1,10.07,6,Light rain shower,SW
27-08-2024,Flood in Bangladesh,asia,IND,23.35880677,91.51242064,26.7,30.3,23.7,87,16.6,5.81,7,Patchy light rain with thunder,FL
26-08-2024,Flood at CWC,asia,IND,19.885781,74.49,23.4,26,21.5,81,33.5,1.4,6,Light rain shower,FL
26-08-2024,Heavy Rain at Jaipur,asia,IND,27.017912,75.49168155,26.8,30.3,23.9,79,28.4,3.36,7,Light rain shower,SW
26-08-2024,Thunderstorm with Lightning at Jaipur,asia,IND,27.079455,72.58274925,32.5,35.6,29.7,55,31.7,1.85,8,Patchy light drizzle,SW
26-08-2024,"M 5.5 - 98 km S of Bambanglipuro, Indonesia",asia,IDN,-8.78999143,110.276,25.3,30,21.9,80,26.6,0.38,7,Patchy rain possible,EQ
26-08-2024,Earthquake in Indonesia,asia,IDN,-7.673048434,108.6097237,24.5,30,21.5,82,15.5,1.12,8,Light rain shower,EQ
26-08-2024,Extremely Heavy Rain at Ahmedabad,asia,IND,21.1068075,72.6711135,25.3,26.1,24.9,90,32.8,33.61,6,Moderate or heavy rain shower,ET
26-08-2024,Very Heavy Rain at Ahmedabad,asia,IND,23.2820205,72.65337945,25.1,26.5,23.8,94,32.8,39.23,6,Light rain shower,SW
26-08-2024,"Very Heavy Rain, Thundershowers at Jaipur",asia,IND,25.8472885,72.20089947,30.1,33.2,27.1,67,26.6,6.22,7,Light rain shower,Misc
26-08-2024,"M 4.5 - 134 km ESE of Ust’-Kamchatsk Staryy, Russia",asia,RUS,55.72770857,164.3944,13.2,16.6,10.4,72,50.4,1.8,4,Overcast,EQ
28-08-2024,Typhoon Shanshan,asia,JPN,29.34900857,130.1,27.6,28.5,26.6,89,131.4,173.96,6,Moderate or heavy rain with thunder,SW
27-08-2024,Tropical Cyclone SHANSHAN-24,asia,JPN,35.7,137.9,21.5,27.2,18.3,90,10.4,4.57,6,Light rain shower,TC
26-08-2024,Thunderstorm with Lightning at Guwahati,asia,IND,26.785842,93.31082005,25.4,29.5,20.4,84,7.9,10.49,6,Patchy light rain with thunder,SW
26-08-2024,Flood in Nepal,asia,NPL,28.32642895,82.6448791,23.5,27.2,20.4,88,5.4,12.06,6,Light rain shower,FL
26-08-2024,Flood in Philippines,asia,PHL,6.92070855,124.4468755,26.2,31.9,22.6,86,6.5,11.35,7,Light rain shower,FL
26-08-2024,Flood in Türkiye,asia,TUR,38.79900775,37.15720686,24.8,30.7,19,42,11.9,0,8,Sunny,FL
25-08-2024,"Heavy Rain, Thundershowers at Jaipur",asia,IND,27.1278235,74.76540922,28.5,32.6,25.6,72,19.4,13.31,7,Light rain shower,Misc
25-08-2024,"Heavy Rain, Thundershowers at Jaipur",asia,IND,24.820006,72.83371725,24.8,27.9,22.7,90,11.5,13.44,6,Light rain shower,Misc
25-08-2024,Extremely Heavy Rain at Mumbai,asia,IND,18.6438765,73.92280963,21.3,21.8,20.8,92,23.4,7.59,5,Light rain shower,ET
25-08-2024,Extremely Heavy Rain at Mumbai,asia,IND,18.1702495,73.85640333,21.9,22.3,21.6,91,21.6,6.3,5,Light rain shower,ET
25-08-2024,Extremely Heavy Rain at Mumbai,asia,IND,19.320447,72.79419877,26.1,26.5,25.4,85,31,32.21,6,Light rain shower,ET
25-08-2024,"M 4.7 - 206 km SE of Port Blair, India",asia,IND,10.17260857,93.8136,27.8,28.5,26.9,73,16.2,6.47,6,Light rain shower,EQ
25-08-2024,Extremely Heavy Rain at Bhopal,asia,IND,22.887038,74.72696459,24.4,27.7,23,94,28.8,113.77,6,Light rain shower,ET
25-08-2024,Flood in Thailand,asia,THA,7.848625128,98.2981141,26.5,27.8,25.5,80,21.6,6.95,6,Light rain shower,FL
25-08-2024,Flood in Oman,asia,OMN,23.08136243,57.5064808,30.2,34.1,26.5,44,9,0,8,Sunny,FL
24-08-2024,Wildfire in Russian Federation 1021760,asia,RUS,45.76900848,37.94994129,27.3,32.7,23,55,22.3,0.53,7,Moderate rain at times,WF
24-08-2024,"M 5.0 - 81 km SSW of Bengkulu, Indonesia",asia,IDN,-4.45709143,102.0604,25.5,29.3,23.7,85,20.5,11.09,7,Light rain shower,EQ
24-08-2024,Very Heavy Rain at Bhopal,asia,IND,21.882186,77.87131887,23.8,25.8,22.7,93,13.7,13.31,6,Light rain shower,SW
24-08-2024,Very Heavy Rain at Jaipur,asia,IND,24.1951595,73.99159157,26.4,29.1,24.4,79,7.6,16.29,6,Light rain shower,SW
24-08-2024,"Very Heavy Rain, Thundershowers at Jaipur",asia,IND,25.18861,75.99733584,27.9,31.8,25.5,81,15.8,18.37,7,Light rain shower,Misc
24-08-2024,"Thundershowers, Very Heavy Rain at Jaipur",asia,IND,24.0250705,74.63268282,25.4,28,23.3,89,16.2,35.62,6,Moderate or heavy rain shower,Misc
24-08-2024,"Thunderstorm, Lightning, and Dust Raising winds at Hyderabad",asia,IND,19.5457045,78.60867675,25.8,28.5,23.9,87,23.4,15.76,6,Light rain shower,Misc
24-08-2024,"M 4.6 - 48 km SSE of Muroto-misakicho, Japan",asia,JPN,32.92670857,134.3369,29,30,27.9,77,14.8,0.76,7,Patchy rain possible,EQ
25-08-2024,Flood in Indonesia,asia,IDN,-0.23840385,119.9599381,25.3,30.2,22.4,87,5.8,8.8,8,Light rain shower,FL
23-08-2024,Moderate Rain at Chandigarh,asia,IND,30.79223,75.82378547,29.4,34.4,25,75,11.2,4.07,7,Thundery outbreaks possible,SW
23-08-2024,Lightning at SDMA,asia,IND,16.8120395,81.68181651,27.4,31.8,24.6,83,11.2,2.06,7,Light rain shower,SW
23-08-2024,"M 4.6 - 29 km S of Aydarken, Kyrgyzstan",asia,KGZ,39.72990857,71.3127,26.9,33.7,20.8,22,28.1,0,8,Sunny,EQ
23-08-2024,Thunderstorm with Lightning at Lucknow,asia,IND,27.880791,78.21031649,30.5,35.5,25.8,69,10.1,9.22,8,Patchy light drizzle,SW
23-08-2024,Thunderstorm with Lightning at Lucknow,asia,IND,26.9714955,79.77749112,30.4,34.7,28.1,71,14.8,7.64,7,Light rain shower,SW
23-08-2024,"M 4.7 - 100 km E of Masamba, Indonesia",asia,IDN,-2.42319143,121.2237,21.9,27.4,16.2,91,5,5.02,7,Light rain shower,EQ
23-08-2024,"M 4.9 - 35 km N of Tambolaka, Indonesia",asia,IDN,-9.06369143,119.2943,25.8,33.3,21.6,75,8.3,0.29,8,Patchy rain possible,EQ
22-08-2024,Flood at CWC,asia,IND,26.165781,92.36,27.8,32.8,23.8,82,8.3,19.21,7,Patchy light rain with thunder,FL
22-08-2024,Thunderstorm with Lightning at SDMA,asia,IND,26.937222,84.64335418,30,34,26.6,70,9.7,5.71,7,Light drizzle,SW
22-08-2024,Heavy Rain at SDMA,asia,IND,23.5396435,93.15272453,24.3,31.5,19.5,92,6.5,5.45,7,Light rain shower,SW
22-08-2024,Flood in Malaysia,asia,MYS,5.7011227,100.5018582,26,30.8,22.4,80,8.6,0.09,8,Partly cloudy,FL
22-08-2024,"Flood in North Korea, South Korea",asia,KOR,37.35170595,126.2421162,27.1,29.2,26.2,89,34.6,18.62,6,Light rain shower,FL
21-08-2024,"M 4.5 - 124 km SSE of Kyzyl-Suu, Kyrgyzstan",asia,CHN,41.41100857,78.7243,7.6,10.9,5.2,63,14.4,3.01,3,Patchy light rain with thunder,EQ
21-08-2024,"M 4.5 - 98 km ESE of Ozernovskiy, Russia",asia,RUS,51.34530857,157.8763,12.9,17,10.3,74,24.5,0,5,Partly cloudy,EQ
21-08-2024,Thunderstorm with Lightning at Lucknow,asia,IND,26.5816185,83.13975171,27,29.7,24.6,84,16.6,4.9,6,Light rain shower,SW
21-08-2024,Heavy Rain at Bhopal,asia,IND,23.650764,81.43079343,26.4,31.7,23.7,83,8.3,14.7,7,Moderate or heavy rain shower,SW
21-08-2024,"Heavy Rain, Thundershowers at Jaipur",asia,IND,26.4515815,77.00964859,28.8,32.8,26.5,75,18.7,10.58,7,Light rain shower,Misc
21-08-2024,"M 4.8 - 145 km S of Praya, Indonesia",asia,IDN,-9.96459143,116.4434,25.1,30,22,76,19.8,0.09,8,Patchy rain possible,EQ
21-08-2024,"M 4.3 - 66 km SW of Tanjung Selor, Indonesia",asia,IDN,2.40910857,116.9984,27.4,29,25.7,78,13,8.47,6,Light rain shower,EQ
20-08-2024,Tropical Cyclone JONGDARI-24,asia,JPN,25.10073602,125.9,28.9,29.4,28.1,77,49,3.79,6,Patchy rain possible,TC
20-08-2024,Tropical Storm Jongdari,asia,KOR,36.14900857,125.5,27.8,30.4,25.4,81,10.1,8.75,7,Light rain shower,SW
20-08-2024,"M 4.7 - 19 km ESE of Simao, China",asia,CHN,22.78020857,101.1561,20.7,25.3,17.3,94,4.3,17.43,6,Patchy light rain with thunder,EQ
20-08-2024,"Very Heavy Rain, Thundershowers at Jaipur",asia,IND,27.417874,76.6097889,30.2,34.2,26.5,63,14.4,0.01,7,Patchy rain possible,Misc
20-08-2024,"M 4.3 - 20 km W of Oketo, Japan",asia,JPN,43.70920857,143.3349,16.1,22.4,12.3,80,10.4,4.07,6,Partly cloudy,EQ
20-08-2024,Extremely Heavy Rain at Shillong,asia,IND,25.4059285,91.83640551,19.2,20.7,17.9,99,6.8,122.22,5,Heavy rain,ET
20-08-2024,Flood in China,asia,CHN,40.9324168,122.2407479,23.4,25.6,21.4,95,16.9,9.49,6,Light rain shower,FL
20-08-2024,Earthquake in India,asia,IND,34.2031455,74.59139743,22.1,29.5,17,70,4,7.52,6,Patchy light rain with thunder,EQ
20-08-2024,Flood in Russia,asia,RUS,43.17199225,131.9642597,18.8,19.5,18.2,93,9,13.05,4,Light rain shower,FL
20-08-2024,"M 3.7 - 10 km E of Kırıkhan, Turkey",asia,TUR,36.54030857,36.4742,26.8,34.4,20.8,60,18,0,8,Sunny,EQ
20-08-2024,Mudflow in Kyrgyzstan,asia,KGZ,42.70989091,77.353921,12.7,18.8,7.3,63,7.6,0.84,4,Patchy rain possible,FL
21-08-2024,Flood in Indonesia,asia,IDN,-8.6574902,116.1302476,25.1,30,22,76,19.8,0.09,8,Patchy rain possible,FL
19-08-2024,"M 4.7 - 6 km SW of Shiranuka, Japan",asia,JPN,42.96860857,144.0315,18.5,21.2,15.6,92,23.4,3.02,5,Light rain shower,EQ
19-08-2024,Earthquake in Russian Federation,asia,RUS,56.2244505,113.9566727,16.9,21,8.5,63,5.8,0,6,Sunny,EQ
19-08-2024,"M 4.6 - 22 km E of Severomuysk, Russia",asia,RUS,56.16320857,113.7913,16.9,21,8.5,63,5.8,0,6,Sunny,EQ
19-08-2024,Moderate cloud to ground Lightning at Raipur,asia,IND,19.710906,81.75955445,26.8,32.1,23.7,83,10.1,23.22,7,Light rain shower,Misc
19-08-2024,High Cloud to ground Lightning at Raipur,asia,IND,19.236875,81.32461078,25.4,29.1,22.9,87,14.4,11.69,6,Light rain shower,Misc
19-08-2024,"M 5.0 - 146 km ESE of Petropavlovsk-Kamchatsky, Russia",asia,RUS,52.56210857,160.601,10.2,12.2,9,78,25.9,2.33,3,Light drizzle,EQ
19-08-2024,"M 4.3 - 32 km SSE of Parapat, Indonesia",asia,IDN,2.43770857,99.0311,23.2,28.6,19.2,88,7.9,7.24,6,Light rain shower,EQ
19-08-2024,Earthquake in Philippines,asia,PHL,11.24056029,123.0204115,27.4,30.8,24.6,79,7.9,14.32,7,Patchy rain possible,EQ
19-08-2024,Light Thunderstorms at Ranchi,asia,IND,22.428491,85.53298408,28.1,31.9,25.5,81,9.4,29.76,7,Light rain shower,SW
18-08-2024,"M 4.1 - 14 km E of Karlıova, Turkey",asia,TUR,39.31990857,41.1663,18,25.7,12.1,49,15.5,0.01,7,Partly cloudy,EQ
18-08-2024,"M 4.7 - 13 km ENE of Daigo, Japan",asia,JPN,36.84710857,140.4916,24.6,27,22.2,90,9.4,1.84,6,Light rain shower,EQ
18-08-2024,Flood at CWC,asia,IND,26.985781,94.78,26.8,30.4,24.9,85,9,5.59,7,Thundery outbreaks possible,FL
18-08-2024,Moderate Rain at Lucknow,asia,IND,28.830593,78.74550441,30.2,35,26.4,76,16.2,11.25,8,Moderate or heavy rain shower,SW
18-08-2024,"M 4.4 - 23 km E of Farkhār, Afghanistan",asia,AFG,36.58620857,70.1132,20.4,27,15.3,36,23,0,7,Sunny,EQ
18-08-2024,Thunderstorm with Lightning at Bhopal,asia,IND,25.744752,76.91655724,29.7,33.7,26.4,72,11.5,1.99,7,Patchy rain possible,SW
18-08-2024,Earthquake in Russian Federation,asia,RUS,53.669,159.377,12.5,15,8.9,77,9,0.61,4,Overcast,EQ
18-08-2024,Thunderstorm with Lightning at Ranchi,asia,IND,24.3356095,86.15460469,28.1,31.6,25.5,77,19.4,4.94,7,Light rain,SW
18-08-2024,Thunderstorm at Thiruvananthapuram,asia,IND,8.297076,73.06581126,27.2,27.7,26.6,82,49.7,17.84,6,Light rain shower,SW
17-08-2024,Earthquake in Russia,asia,RUS,52.99748689,161.9291821,11.3,15.5,6.8,61,17.6,0,5,Sunny,EQ
17-08-2024,tsunami in RUSSIA,asia,RUS,52.924,160.141,11.5,14.4,7.7,74,13.7,0,4,Partly cloudy,TN
17-08-2024,"M 4.1 - 82 km WNW of Abepura, Indonesia",asia,IDN,-2.39189143,139.906,25.2,30.9,22.1,87,9.7,2.44,8,Light rain shower,EQ
17-08-2024,Moderate Thunderstorms at Chennai,asia,IND,12.1427915,78.11778694,27.3,31,24.5,75,11.5,5.87,7,Light rain shower,SW
19-08-2024,Tropical Storm Jongdari,asia,JPN,27.74900857,125.7,28.9,29.3,28.5,84,56.9,11.88,6,Moderate or heavy rain with thunder,SW
17-08-2024,Thunder shower with strong wind at Bengaluru,asia,IND,15.369337,75.1353846,26.1,30.1,23.6,75,15.5,9.29,7,Light rain shower,SW
17-08-2024,Thunderstorm with Lightning at Raipur,asia,IND,22.238931,83.35189254,27.5,31.5,24,83,15.8,13.54,7,Light rain shower,SW
17-08-2024,Flood at CWC,asia,IND,26.645781,77.9,30.3,34,26.9,71,14,4.65,7,Light rain shower,FL
17-08-2024,"M 5.2 - 38 km N of Yelizovo, Russia",asia,RUS,53.57620857,158.2732,7.8,17.4,-2.5,65,11.9,0.02,4,Patchy rain possible,EQ
17-08-2024,Flood in Nepal,asia,NPL,27.82233328,86.62325112,5.6,8.3,3.2,86,12.6,5.21,2,Patchy light rain with thunder,FL
17-08-2024,volcano in Russia,asia,RUS,56.653,161.36,11.5,15.2,6.8,67,28.1,0,4,Overcast,VO
16-08-2024,Moderate Thunderstorms at Mumbai,asia,IND,17.172821,74.58607961,25.6,29.8,22.5,77,23,0.27,6,Patchy rain possible,SW
16-08-2024,"M 4.4 - 83 km NNW of Kameshima, Japan",asia,JPN,36.36560857,134.836,25.2,27.7,23.7,87,20.2,4.38,6,Light rain shower,EQ
16-08-2024,"M 4.8 - 10 km N of As Salamīyah, Syria",asia,SYR,35.14990857,37.0397,27.6,34.5,21.8,55,36.7,0,8,Sunny,EQ
16-08-2024,Extremely Heavy Rain at Bhubaneswar,asia,IND,21.522553,86.8873659,27.4,28.7,26.3,85,15.1,16.37,6,Moderate or heavy rain shower,ET
16-08-2024,Extremely Heavy Rain at Jaipur,asia,IND,27.02121,70.77836829,30.9,33.6,28.5,63,31.7,1.83,7,Light rain shower,ET
16-08-2024,"M 4.5 - 80 km SW of Gunungsitoli, Indonesia",asia,IDN,0.8619,97.0326,27.1,28.2,26.1,77,8.6,6.26,6,Patchy rain possible,EQ
15-08-2024,Earthquake in Taiwan,asia,JPN,23.78095049,123.0130228,29.4,30,28.8,73,17.3,12.1,6,Patchy light rain with thunder,EQ
15-08-2024,"M 4.6 - 128 km E of Biak, Indonesia",asia,IDN,-0.95949143,137.2246,27.1,28.2,25.9,76,5.4,4.88,7,Light rain shower,EQ
15-08-2024,Wildfire in Russian Federation 1021454,asia,RUS,68.8127098,142.766888,7,13.7,1.4,60,24.5,0.01,3,Overcast,WF
15-08-2024,"M 4.5 - 56 km SSE of Yonakuni, Japan",asia,JPN,24.02780857,123.1573,29.4,30,28.8,73,17.3,12.1,6,Patchy light rain with thunder,EQ
15-08-2024,Earthquake in Taiwan,asia,JPN,25.76451032,123.5279533,29.4,30,28.8,73,17.3,12.1,6,Patchy light rain with thunder,EQ
14-08-2024,"M 5.0 - 103 km SW of Pelabuhanratu, Indonesia",asia,IDN,-7.81090857,106.0258,22.6,31.4,16.6,74,4,0.01,9,Partly cloudy,EQ
14-08-2024,"M 4.3 - 223 km SSW of Kawalu, Indonesia",asia,IDN,-9.30849143,107.7615,23.8,27.9,20,77,29.2,0.02,8,Partly cloudy,EQ
14-08-2024,"M 4.8 - 107 km S of Gambiran Satu, Indonesia",asia,IDN,-9.30359143,114.0121,24.9,25.3,24.6,81,29.2,0.7,7,Patchy rain possible,EQ
14-08-2024,"M 5.0 - 157 km SW of Bandar Lampung, Indonesia",asia,IDN,-6.52609143,104.4166,24.8,31.2,20.1,78,8.6,0.16,8,Patchy rain possible,EQ
14-08-2024,Thunderstorm with Lightning at Jaipur,asia,IND,29.0392135,73.25592354,32.4,34.2,30.4,60,13.7,1.44,7,Light rain shower,SW
14-08-2024,"M 4.4 - 90 km WNW of Mohr, Iran",asia,IRN,27.93730857,52.0455,33.9,39.8,27.4,28,21.2,0,9,Sunny,EQ
14-08-2024,"M 4.3 - 168 km SE of Kuqa, China",asia,CHN,40.74870857,84.4185,28.6,33.1,23.5,29,12.6,0,8,Sunny,EQ
14-08-2024,Moderate cloud to ground Lightning at Lucknow,asia,IND,27.1539275,82.40284085,30.4,35.3,27.8,75,20.2,8.72,8,Patchy light rain with thunder,Misc
13-08-2024,"M 4.6 - 77 km W of Sungai Penuh, Indonesia",asia,IDN,-2.06469143,100.6928,25.7,29,23.5,84,21.6,1,7,Light rain shower,EQ
13-08-2024,"M 4.3 - 17 km SW of Nabire, Indonesia",asia,IDN,-3.52980857,135.4013,25.8,28.1,23.6,84,7.2,9.42,7,Light rain shower,EQ
13-08-2024,Flood at CWC,asia,IND,26.805781,92.88,27.1,29.9,24.8,88,9.4,17.35,6,Light rain shower,FL
13-08-2024,"Heavy Rain, Thundershowers at Jaipur",asia,IND,27.02121,70.77836829,32.4,36,28.4,58,31.7,0.15,8,Patchy rain possible,Misc
13-08-2024,Lightning at SDMA,asia,IND,19.834055,85.13392174,30.6,35.7,27.7,73,17.3,6.36,8,Patchy light rain with thunder,SW
13-08-2024,"M 4.5 - 66 km S of Dampit, Indonesia",asia,IDN,-8.76129143,112.7745,21.3,29.7,15,78,15.5,0.15,7,Patchy rain possible,EQ
13-08-2024,"M 4.5 - 41 km WNW of Izena, Japan",asia,JPN,27.04750857,127.5189,29.2,29.7,28.7,67,10.8,0.03,7,Sunny,EQ
